technique_id,technique_name,data_component_id,data_component_name,requirement_rows,unique_log_source_requirements,has_explicit_event_id_requirement,exact_event_evidence,any_source_evidence,best_evidence_status,best_evidence_strength,evidence_sources
T1001,Data Obfuscation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.001,Invalid Code Signature,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.002,Right-to-Left Override,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.002,Right-to-Left Override,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.002,Right-to-Left Override,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.002,Right-to-Left Override,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.003,Rename Legitimate Utilities,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.003,Rename Legitimate Utilities,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1036.003,Rename Legitimate Utilities,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.003,Rename Legitimate Utilities,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.003,Rename Legitimate Utilities,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.003,Rename Legitimate Utilities,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.004,Masquerade Task or Service,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.004,Masquerade Task or Service,DC0005,Scheduled Job Metadata,8,8,True,False,True,source_observed,2,BOTS | EVTX
T1036.004,Masquerade Task or Service,DC0012,Scheduled Job Modification,4,4,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.004,Masquerade Task or Service,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.004,Masquerade Task or Service,DC0041,Service Metadata,22,22,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.004,Masquerade Task or Service,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0020,Process Modification,19,19,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0028,Image Metadata,3,3,False,False,False,not_observed,0,
T1036.005,Match Legitimate Resource Name or Location,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0041,Service Metadata,22,22,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.005,Match Legitimate Resource Name or Location,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.006,Space after Filename,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.006,Space after Filename,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.006,Space after Filename,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.007,Double File Extension,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.007,Double File Extension,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.008,Masquerade File Type,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.008,Masquerade File Type,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.008,Masquerade File Type,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.009,Break Process Trees,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.009,Break Process Trees,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.010,Masquerade Account Name,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.010,Masquerade Account Name,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.010,Masquerade Account Name,DC0014,User Account Creation,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.011,Overwrite Process Arguments,DC0020,Process Modification,19,19,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.011,Overwrite Process Arguments,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1036.012,Browser Fingerprint,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.012,Browser Fingerprint,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.012,Browser Fingerprint,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1036.012,Browser Fingerprint,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1037,Boot or Logon Initialization Scripts,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037,Boot or Logon Initialization Scripts,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037,Boot or Logon Initialization Scripts,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037,Boot or Logon Initialization Scripts,DC0041,Service Metadata,22,22,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037,Boot or Logon Initialization Scripts,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037,Boot or Logon Initialization Scripts,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037,Boot or Logon Initialization Scripts,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037,Boot or Logon Initialization Scripts,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.001,Logon Script (Windows),DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.001,Logon Script (Windows),DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.001,Logon Script (Windows),DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.001,Logon Script (Windows),DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.002,Login Hook,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.002,Login Hook,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.003,Network Logon Script,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.003,Network Logon Script,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.003,Network Logon Script,DC0102,Network Share Access,7,7,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.004,RC Scripts,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.004,RC Scripts,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.004,RC Scripts,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.004,RC Scripts,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.004,RC Scripts,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.005,Startup Items,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1037.005,Startup Items,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1039,Data from Network Shared Drive,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1039,Data from Network Shared Drive,DC0054,Drive Access,8,8,True,True,True,exact_event_observed,3,BOTS | EVTX
T1039,Data from Network Shared Drive,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1039,Data from Network Shared Drive,DC0102,Network Share Access,7,7,True,True,True,exact_event_observed,3,BOTS | EVTX
T1040,Network Sniffing,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1040,Network Sniffing,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1040,Network Sniffing,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1040,Network Sniffing,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1040,Network Sniffing,DC0069,Cloud Service Modification,31,31,False,False,True,source_observed,2,BOTS
T1040,Network Sniffing,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1041,Exfiltration Over C2 Channel,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1041,Exfiltration Over C2 Channel,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1041,Exfiltration Over C2 Channel,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1041,Exfiltration Over C2 Channel,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1041,Exfiltration Over C2 Channel,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1046,Network Service Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1046,Network Service Discovery,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1046,Network Service Discovery,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1046,Network Service Discovery,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1047,Windows Management Instrumentation,DC0008,WMI Creation,3,3,True,False,True,source_observed,2,BOTS | EVTX
T1047,Windows Management Instrumentation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1047,Windows Management Instrumentation,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048,Exfiltration Over Alternative Protocol,DC0025,Cloud Storage Access,8,8,False,False,True,source_observed,2,BOTS
T1048,Exfiltration Over Alternative Protocol,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048,Exfiltration Over Alternative Protocol,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048,Exfiltration Over Alternative Protocol,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048,Exfiltration Over Alternative Protocol,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048,Exfiltration Over Alternative Protocol,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048,Exfiltration Over Alternative Protocol,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1048,Exfiltration Over Alternative Protocol,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048,Exfiltration Over Alternative Protocol,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1049,System Network Connections Discovery,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1049,System Network Connections Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1049,System Network Connections Discovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1049,System Network Connections Discovery,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1052,Exfiltration Over Physical Medium,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1052,Exfiltration Over Physical Medium,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1052,Exfiltration Over Physical Medium,DC0042,Drive Creation,22,22,True,False,True,source_observed,2,BOTS | EVTX
T1052,Exfiltration Over Physical Medium,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1052,Exfiltration Over Physical Medium,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1052.001,Exfiltration over USB,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1052.001,Exfiltration over USB,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1052.001,Exfiltration over USB,DC0042,Drive Creation,22,22,True,False,True,source_observed,2,BOTS | EVTX
T1052.001,Exfiltration over USB,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053,Scheduled Task/Job,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053,Scheduled Task/Job,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053,Scheduled Task/Job,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053,Scheduled Task/Job,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053,Scheduled Task/Job,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.002,At,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.002,At,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.002,At,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.002,At,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.003,Cron,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.003,Cron,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.003,Cron,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.005,Scheduled Task,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.005,Scheduled Task,DC0012,Scheduled Job Modification,4,4,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.005,Scheduled Task,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.005,Scheduled Task,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.005,Scheduled Task,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1053.006,Systemd Timers,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
